Location,TST,Tag,Age,Sex,Nasal,Jaw,FAMACHA,BCS,Dag,Status_Field,Status_FPC,Weight,Lactation,Visit,Date,FEC,TFEC,month,plant,farm,time,tx2,month2,year,time2,Month_year
MAZINGA,Plant,12,3,F,0,0,2,2.5,0,Healthy,Healthy,35.4,NotLactating,17,2020-09-10,100,,September,mtawa,P3,224,nonepl,Sep,2020,,September2020
MAZINGA,Plant,18,2,F,0,0,2,2,0,Healthy,Healthy,23.1,Pregnant,17,2020-09-10,150,,September,mtawa,P4,224,nonepl,Sep,2020,,September2020
MAZINGA,Plant,19,4,F,0,0,2,2,0,Healthy,Healthy,31.3,NotLactating,17,2020-09-10,0,,September,mtawa,P4,224,nonepl,Sep,2020,,September2020
MAZINGA,Plant,95627,4,F,1,0,2,2.5,0,Healthy,Healthy_Nasal,39.5,Pregnant,17,2020-09-10,0,,September,mtawa,P3,224,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,95,1,F,0,0,2,2,0,Healthy,Healthy,20.4,NotLactating,1,2020-09-18,0,,September,mtawa,P22,0,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,305,3,F,0,0,2,2.5,0,Healthy,Healthy,34.2,NotLactating,1,2020-09-18,50,,September,mtawa,P24,0,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,306,3,F,0,0,1,2.5,0,Healthy,Healthy,35.4,Pregnant,1,2020-09-18,0,,September,mtawa,P24,0,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,602,1,F,0,0,2,2,0,Healthy,Healthy,17.1,Lactating,1,2020-09-18,100,,September,mtawa,P20,0,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,60,1,F,0,0,2,2,0,Healthy,Healthy,23.1,Lactating,3,2020-09-18,,,September,mtawa,P16,29,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,96,2,F,0,0,2,1.5,0,Borderline,Borderline,16.8,NotLactating,4,2020-09-18,150,,September,mtawa,P22,43,plantpl,Sep,2020,,September2020
CHINKHOWE,Plant,50,3,F,,,,,,,,,,17,2020-09-18,,,September,gmelina,P15,226,,Sep,2020,,September2020
CHINKHOWE,Plant,51,4.5,F,,,,,,,,,,17,2020-09-18,,,September,gmelina,P15,226,,Sep,2020,,September2020
CHINKHOWE,Plant,53,4,F,,,,,,,,,,17,2020-09-18,,,September,gmelina,P15,226,,Sep,2020,,September2020
CHINKHOWE,Plant,57,2,F,0,0,2,2,0,Healthy,Healthy,34.2,Lactating,17,2020-09-18,100,,September,mtawa,P16,226,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,59,3,F,0,0,2,2,0,Healthy,Healthy,27.2,Lactating,17,2020-09-18,350,,September,mtawa,P16,226,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,63,3,F,,,,,,,,,,17,2020-09-18,,,September,gmelina,P17,226,,Sep,2020,,September2020
CHINKHOWE,Plant,64,1,F,,,,,,,,,,17,2020-09-18,,,September,gmelina,P17,226,,Sep,2020,,September2020
CHINKHOWE,Plant,65,1,F,,,,,,,,,,17,2020-09-18,,,September,gmelina,P17,226,,Sep,2020,,September2020
CHINKHOWE,Plant,66,3,F,,,,,,,,,,17,2020-09-18,,,September,gmelina,P17,226,,Sep,2020,,September2020
CHINKHOWE,Plant,67,1,F,,,,,,,,,,17,2020-09-18,,,September,gmelina,P17,226,,Sep,2020,,September2020
CHINKHOWE,Plant,68,3,F,,,,,,,,,,17,2020-09-18,,,September,gmelina,P17,226,,Sep,2020,,September2020
CHINKHOWE,Plant,72,4,F,0,0,2,3,0,Healthy,Healthy,38.1,Pregnant,17,2020-09-18,0,,September,gmelina,P18,226,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,73,3,F,0,0,2,2.5,0,Healthy,Healthy,32.6,Lactating,17,2020-09-18,50,,September,gmelina,P18,226,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,74,1,F,0,0,2,3,0,Healthy,Healthy,34.2,Pregnant,17,2020-09-18,0,,September,gmelina,P18,226,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,75,4,F,0,0,2,2.5,0,Healthy,Healthy,36.7,Lactating,17,2020-09-18,50,,September,gmelina,P18,226,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,79,3,F,0,0,2,2,0,Healthy,Healthy,31.3,Lactating,17,2020-09-18,0,,September,kakhobo,P19,226,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,80,4,F,0,0,2,2.5,0,Healthy,Healthy,38.1,Pregnant,17,2020-09-18,250,,September,kakhobo,P19,226,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,81,3,F,0,0,2,2,0,Healthy,Healthy,38.1,Pregnant,17,2020-09-18,300,,September,kakhobo,P19,226,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,82,4,F,0,0,2,2,0,Healthy,Healthy,35.9,Pregnant,17,2020-09-18,100,,September,kakhobo,P19,226,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,86,4,F,0,0,2,2,0,Healthy,Healthy,34.2,Lactating,17,2020-09-18,,,September,mtawa,P20,226,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,87,2.5,F,0,0,2,2,0,Healthy,Healthy,31.3,Pregnant,17,2020-09-18,0,,September,mtawa,P20,226,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,93,4.5,F,0,0,2,2,0,Healthy,Healthy,36.7,Lactating,17,2020-09-18,0,,September,kakhobo,P21,226,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,97,4,F,0,0,2,2,0,Healthy,Healthy,28.6,NotLactating,17,2020-09-18,50,,September,mtawa,P22,226,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,99,3,F,0,0,2,2,0,Healthy,Healthy,27.2,Lactating,17,2020-09-18,100,,September,mtawa,P22,226,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,300,3,F,0,0,2,2.5,0,Healthy,Healthy,38.1,Lactating,17,2020-09-18,50,,September,mtawa,P23,226,nonepl,Sep,2020,,September2020
CHINKHOWE,Plant,302,4,F,0,0,2,2.5,0,Healthy,Healthy,38.1,NotLactating,17,2020-09-18,,,September,mtawa,P23,226,nonepl,Sep,2020,,September2020
MAZINGA,Plant,9,1.5,F,0,0,3,2,0,Borderline,Borderline,28.6,Lactating,3,2020-09-24,100,,September,mtawa,P2,28,plantpl,Sep,2020,,September2020
MAZINGA,Plant,210,3,F,0,0,2,2,0,Healthy,Healthy,29.9,NotLactating,4,2020-09-24,,,September,mtawa,P12,42,nonepl,Sep,2020,,September2020
MAZINGA,Plant,211,4.5,F,0,0,2,2,0,Healthy,Healthy,34.2,NotLactating,4,2020-09-24,250,,September,mtawa,P12,42,nonepl,Sep,2020,,September2020
MKWINDA,Drug,17TD6,4,F,1,0,3,2,0,Sick,Borderline,34.2,Lactating,18,2020-09-30,100,,September,,D12,239,drugdr,Sep,2020,,September2020
MAZINGA,Plant,212,3,F,0,0,2,2,0,Healthy,Healthy,31.3,NotLactating,4,2020-09-24,150,,September,mtawa,P12,42,nonepl,Sep,2020,,September2020
MAZINGA,Plant,213,4.5,F,0,0,2,2.5,0,Healthy,Healthy,38.1,NotLactating,4,2020-09-24,100,,September,mtawa,P12,42,nonepl,Sep,2020,,September2020
MAZINGA,Plant,201,3,F,,,,,,,,,,6,2020-09-24,,,September,mtawa,P10,70,,Sep,2020,,September2020
MAZINGA,Plant,95646,4.5,F,,,,,,,,,,6,2020-09-24,,,September,mtawa,P10,70,,Sep,2020,,September2020
MAZINGA,Plant,200,2,F,0,0,2,2,0,Healthy,Healthy,20.4,Pregnant,7,2020-09-24,0,,September,mtawa,P10,84,nonepl,Sep,2020,,September2020
MAZINGA,Plant,205,1.5,F,0,0,2,2,0,Healthy,Healthy,27.2,NotLactating,7,2020-09-24,400,,September,mtawa,P11,84,nonepl,Sep,2020,,September2020
KAMCHEZERA,Drug,26558,2.5,F,0,0,3,2.5,0,Borderline,Borderline,32.6,Lactating,2,2020-09-25,,.,September,,D26,14,plantdr,Sep,2020,,September2020
KAMCHEZERA,Drug,26559,1,F,0,0,2,2,0,Healthy,Healthy,23.1,NotLactating,2,2020-09-25,,.,September,,D26,14,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,26560,2,F,0,0,2,2,0,Healthy,Healthy,25.9,Lactating,2,2020-09-25,,.,September,,D26,14,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,98453,4.5,F,0,0,2,2,0,Healthy,Healthy,44,NotLactating,2,2020-09-25,0,.,September,,D26,14,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,98465,4,F,0,0,2,2,0,Healthy,Healthy,29.9,NotLactating,2,2020-09-25,100,.,September,,D26,14,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,102,4.5,F,0,0,3,2,0,Borderline,Borderline,29.9,Lactating,3,2020-09-25,550,.,September,,D1,28,plantdr,Sep,2020,,September2020
KAMCHEZERA,Drug,26626,2.5,F,0,0,2,1.5,0,Borderline,Borderline,25.9,NotLactating,3,2020-09-25,50,.,September,,D25,28,plantdr,Sep,2020,,September2020
KAMCHEZERA,Drug,26627,4,F,1,0,2,2,0,Healthy,Healthy_Nasal,23.1,Lactating,3,2020-09-25,0,.,September,,D25,28,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,26628,4.5,F,,,,,,,,,,3,2020-09-25,,.,September,,D25,28,,Sep,2020,,September2020
MAZINGA,Plant,206,3,F,0,0,2,2,0,Healthy,Healthy,25.9,Lactating,7,2020-09-24,0,,September,mtawa,P11,84,nonepl,Sep,2020,,September2020
KAMCHEZERA,Drug,26630,4.5,F,0,0,2,1.5,0,Borderline,Borderline,24.5,NotLactating,3,2020-09-25,150,.,September,,D25,28,plantdr,Sep,2020,,September2020
KAMCHEZERA,Drug,26631,3,F,,,,,,,,,,3,2020-09-25,,.,September,,D25,28,,Sep,2020,,September2020
KAMCHEZERA,Drug,26632,3.5,F,1,0,2,2,0,Healthy,Healthy_Nasal,20.4,NotLactating,3,2020-09-25,0,.,September,,D25,28,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,26633,4.5,F,,,,,,,,,,3,2020-09-25,,.,September,,D25,28,,Sep,2020,,September2020
KAMCHEZERA,Drug,26634,4.5,M,0,0,2,2,0,Healthy,Healthy,40.8,,3,2020-09-25,0,.,September,,D25,28,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,26643,3,F,0,0,2,2,0,Healthy,Healthy,28.6,Pregnant,3,2020-09-25,100,.,September,,D25,28,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,99380,3,F,1,0,2,2,0,Healthy,Healthy_Nasal,38.1,NotLactating,3,2020-09-25,100,.,September,,D25,28,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,140,1,F,0,0,2,2.5,0,Healthy,Healthy,28.6,NotLactating,6,2020-09-25,100,.,September,,D9,70,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,141,1.5,F,0,0,2,2.5,0,Healthy,Healthy,27.2,Lactating,6,2020-09-25,100,.,September,,D9,70,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,95508,4,F,,,,,,,,,,6,2020-09-25,,.,September,,D10,70,,Sep,2020,,September2020
KAMCHEZERA,Drug,97957,4,F,0,0,2,2,0,Healthy,Healthy,29.9,Lactating,6,2020-09-25,150,.,September,,D10,70,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,26058,4.5,F,0,0,2,2,0,Healthy,Healthy,28.6,Lactating,13,2020-09-25,250,.,September,,D8,168,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,26059,4.5,F,0,0,2,2.5,0,Healthy,Healthy,34.2,Lactating,13,2020-09-25,100,.,September,,D8,168,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,95225,3,F,0,0,2,2,0,Healthy,Healthy,36.7,Pregnant,13,2020-09-25,0,.,September,,D8,168,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,138,1,F,0,0,2,2,0,Healthy,Healthy,32.6,Pregnant,17,2020-09-25,100,.,September,,D7,224,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,101,2,F,,,,,,,,,,18,2020-09-25,,.,September,,D1,238,,Sep,2020,,September2020
KAMCHEZERA,Drug,105,1,F,0,0,2,2,0,Healthy,Healthy,31.3,NotLactating,18,2020-09-25,100,.,September,,D3,238,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,106,1,F,1,0,2,2,0,Healthy,Healthy_Nasal,23.1,NotLactating,18,2020-09-25,100,.,September,,D3,238,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,107,1,F,1,0,2,1.5,0,Borderline,Borderline,25.9,Lactating,18,2020-09-25,1050,.,September,,D3,238,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,108,3,F,0,0,3,2,0,Borderline,Borderline,27.2,Lactating,18,2020-09-25,,.,September,,D3,238,plantdr,Sep,2020,,September2020
KAMCHEZERA,Drug,111,1,F,,,,,,,,,,18,2020-09-25,,.,September,,D6,238,,Sep,2020,,September2020
KAMCHEZERA,Drug,26065,1,F,0,0,2,2,0,Healthy,Healthy,29.9,Pregnant,18,2020-09-25,50,.,September,,D1,238,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,26075,3,F,0,0,2,2,0,Healthy,Healthy,31.3,Pregnant,18,2020-09-25,300,.,September,,D5,238,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,26529,3,F,,,,,,,,,,18,2020-09-25,,.,September,,D4,238,,Sep,2020,,September2020
KAMCHEZERA,Drug,26549,3,F,1,0,2,2.5,0,Healthy,Healthy_Nasal,40.8,Lactating,18,2020-09-25,150,.,September,,D3,238,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,26552,1,F,0,0,2,2,0,Healthy,Healthy,28.6,Lactating,18,2020-09-25,200,.,September,,D6,238,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,95463,3,F,0,0,2,2,0,Healthy,Healthy,42.2,Lactating,18,2020-09-25,500,.,September,,D1,238,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,99340,4.5,F,0,0,2,2,0,Healthy,Healthy,36.7,Lactating,18,2020-09-25,0,.,September,,D2,238,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,99455,2,F,0,0,2,2,0,Healthy,Healthy,31.3,Lactating,18,2020-09-25,,.,September,,D2,238,nonedr,Sep,2020,,September2020
MKWINDA,Drug,156,4,F,0,0,2,2,0,Healthy,Healthy,39.5,NotLactating,1,2020-09-30,100,,September,,D13,0,nonedr,Sep,2020,,September2020
MKWINDA,Drug,27104,1,F,,,,,,,,,,3,2020-09-30,,,September,,D13,28,,Sep,2020,,September2020
MKWINDA,Drug,26909,1,F,0,0,2,2,0,Healthy,Healthy,28.6,NotLactating,4,2020-09-30,0,,September,,D12,42,nonedr,Sep,2020,,September2020
MKWINDA,Drug,27106,1,F,0,0,2,2,0,Healthy,Healthy,28.6,NotLactating,5,2020-09-30,100,,September,,D13,56,nonedr,Sep,2020,,September2020
MKWINDA,Drug,27097,1,F,0,0,2,2,0,Healthy,Healthy,28.6,Pregnant,6,2020-09-30,50,,September,,D11,56,nonedr,Sep,2020,,September2020
MKWINDA,Drug,27098,1,F,0,0,2,2.5,0,Healthy,Healthy,29.9,NotLactating,6,2020-09-30,150,,September,,D11,56,nonedr,Sep,2020,,September2020
MKWINDA,Drug,153,4.5,F,,,,,,,,,,13,2020-09-30,,,September,,D18,168,,Sep,2020,,September2020
MKWINDA,Drug,152,4.5,F,,,,,,,,,,15,2020-09-30,,,September,,D18,197,,Sep,2020,,September2020
MKWINDA,Drug,98175,4,F,,,,,,,,,,15,2020-09-30,,,September,,D18,197,,Sep,2020,,September2020
MKWINDA,Drug,142,2,F,0,0,2,2.5,0,Healthy,Healthy,27.2,NotLactating,16,2020-09-30,,,September,,D17,211,nonedr,Sep,2020,,September2020
MKWINDA,Drug,143,4,F,0,0,2,2,0,Healthy,Healthy,31.3,NotLactating,16,2020-09-30,0,,September,,D17,211,nonedr,Sep,2020,,September2020
MKWINDA,Drug,10757,2.5,F,0,0,2,2,0,Healthy,Healthy,28.6,NotLactating,16,2020-09-30,0,,September,,D17,211,nonedr,Sep,2020,,September2020
MKWINDA,Drug,140m,2,F,,,,,,,,,,16,2020-09-30,,,September,,D17,211,,Sep,2020,,September2020
MKWINDA,Drug,141m,4,F,0,0,2,2.5,0,Healthy,Healthy,36.7,NotLactating,16,2020-09-30,50,,September,,D17,211,nonedr,Sep,2020,,September2020
MKWINDA,Drug,121,3.5,F,0,0,2,2.5,0,Healthy,Healthy,29.9,NotLactating,18,2020-09-30,100,,September,,D11,239,nonedr,Sep,2020,,September2020
MKWINDA,Drug,122,2,F,0,0,2,2.5,0,Healthy,Healthy,31.3,Pregnant,18,2020-09-30,0,,September,,D11,239,nonedr,Sep,2020,,September2020
MKWINDA,Drug,123,2,F,0,0,2,2.5,0,Healthy,Healthy,32.6,NotLactating,18,2020-09-30,150,,September,,D11,239,nonedr,Sep,2020,,September2020
MKWINDA,Drug,132,1.5,F,0,0,2,2.5,0,Healthy,Healthy,36.7,Pregnant,18,2020-09-30,100,,September,,D14,239,nonedr,Sep,2020,,September2020
MKWINDA,Drug,136,1,F,0,0,2,2.5,0,Healthy,Healthy,34.2,NotLactating,18,2020-09-30,0,,September,,D16,239,nonedr,Sep,2020,,September2020
MKWINDA,Drug,137,4,F,0,0,2,2,0,Healthy,Healthy,27.2,NotLactating,18,2020-09-30,0,,September,,D16,239,nonedr,Sep,2020,,September2020
MKWINDA,Drug,26383,1,M,0,0,2,2,0,Healthy,Healthy,27.2,,18,2020-09-30,,,September,,D15,239,nonedr,Sep,2020,,September2020
MKWINDA,Drug,26910,4,F,0,0,2,2,0,Healthy,Healthy,35.4,Lactating,18,2020-09-30,0,,September,,D12,239,nonedr,Sep,2020,,September2020
MKWINDA,Drug,95692,4,F,0,0,2,2,0,Healthy,Healthy,31.3,NotLactating,18,2020-09-30,50,,September,,D12,239,nonedr,Sep,2020,,September2020
MKWINDA,Drug,97890,4.5,F,0,0,2,2,0,Healthy,Healthy,35.4,NotLactating,18,2020-09-30,0,,September,,D11,239,nonedr,Sep,2020,,September2020
MKWINDA,Drug,97895,4,F,0,0,2,2.5,0,Healthy,Healthy,42.2,NotLactating,18,2020-09-30,50,,September,,D11,239,nonedr,Sep,2020,,September2020
MKWINDA,Drug,98263,4,F,0,0,2,2,0,Healthy,Healthy,34.2,NotLactating,18,2020-09-30,100,,September,,D15,239,nonedr,Sep,2020,,September2020
MKWINDA,Drug,98580,4,F,,,,,,,,,,18,2020-09-30,,,September,,D13,239,,Sep,2020,,September2020
MKWINDA,Drug,99081,3,F,0,0,2,2,0,Healthy,Healthy,35.4,Pregnant,18,2020-09-30,50,,September,,D11,239,nonedr,Sep,2020,,September2020
MKWINDA,Drug,99083,4,F,0,0,2,2,0,Healthy,Healthy,36.7,NotLactating,18,2020-09-30,50,,September,,D14,239,nonedr,Sep,2020,,September2020
MKWINDA,Drug,99316,3,F,,,,,,,,,,18,2020-09-30,,,September,,D13,239,,Sep,2020,,September2020
MKWINDA,Drug,99514,4,F,0,0,2,2.5,0,Healthy,Healthy,35.4,NotLactating,18,2020-09-30,50,,September,,D14,239,nonedr,Sep,2020,,September2020
MKWINDA,Drug,99515,2.5,F,0,0,2,2.5,0,Healthy,Healthy,32.6,NotLactating,18,2020-09-30,0,,September,,D14,239,nonedr,Sep,2020,,September2020
KAMCHEZERA,Drug,26634,4.5,M,1,0,3,1.5,0,Sick,Borderline,42.2,,7,2020-11-20,250,,November,,D25,84,drugdr,Nov,2020,,November2020
MKWINDA,Drug,24TD1,3,F,0,0,2,2,0,Healthy,Healthy,31.3,NotLactating,18,2020-09-30,0,,September,,D11,239,nonedr,Sep,2020,,September2020
MAZINGA,Plant,41,4.5,F,0,0,2,2.5,0,Healthy,Healthy,39.5,NotLactating,11,2020-09-24,0,,September,kakhobo,P9,140,nonepl,Sep,2020,,September2020
MAZINGA,Plant,42,4,F,0,0,2,2,0,Healthy,Healthy,32.6,NotLactating,11,2020-09-24,50,,September,kakhobo,P9,140,nonepl,Sep,2020,,September2020
MAZINGA,Plant,43,4,F,0,0,2,2,0,Healthy,Healthy,27.2,NotLactating,11,2020-09-24,0,,September,kakhobo,P9,140,nonepl,Sep,2020,,September2020
MAZINGA,Plant,44,2,F,0,0,2,2.5,0,Healthy,Healthy,28.6,NotLactating,11,2020-09-24,50,,September,kakhobo,P9,140,nonepl,Sep,2020,,September2020
MAZINGA,Plant,45,1,F,0,0,2,2,0,Healthy,Healthy,24.5,Lactating,11,2020-09-24,0,,September,mtawa,P8,140,nonepl,Sep,2020,,September2020
MAZINGA,Plant,46,4.5,F,0,0,2,2,0,Healthy,Healthy,35.4,NotLactating,11,2020-09-24,450,,September,mtawa,P8,140,nonepl,Sep,2020,,September2020
MAZINGA,Plant,47,4.5,F,0,0,2,2,0,Healthy,Healthy,45.8,Pregnant,11,2020-09-24,100,,September,mtawa,P8,140,nonepl,Sep,2020,,September2020
MAZINGA,Plant,30,4,F,0,0,2,2,0,Healthy,Healthy,36.7,NotLactating,16,2020-09-24,0,,September,kakhobo,P6,210,nonepl,Sep,2020,,September2020
MAZINGA,Plant,31,4,F,0,0,2,2,0,Healthy,Healthy,35.4,Lactating,16,2020-09-24,50,,September,kakhobo,P6,210,nonepl,Sep,2020,,September2020
MAZINGA,Plant,32,1,F,0,0,1,2,0,Healthy,Healthy,27.2,NotLactating,16,2020-09-24,0,,September,kakhobo,P6,210,nonepl,Sep,2020,,September2020
MAZINGA,Plant,35,3,F,0,0,2,2.5,0,Healthy,Healthy,34.2,NotLactating,16,2020-09-24,50,,September,mtawa,P7,210,nonepl,Sep,2020,,September2020
MAZINGA,Plant,36,4,F,0,0,2,2,0,Healthy,Healthy,34.2,NotLactating,16,2020-09-24,0,,September,mtawa,P7,210,nonepl,Sep,2020,,September2020
MAZINGA,Plant,37,1,F,0,0,2,2.5,0,Healthy,Healthy,32.6,NotLactating,16,2020-09-24,100,,September,mtawa,P7,210,nonepl,Sep,2020,,September2020
MAZINGA,Plant,7,4.5,F,0,0,2,2,0,Healthy,Healthy,40.8,Lactating,18,2020-09-24,50,,September,mtawa,P2,238,nonepl,Sep,2020,,September2020
MAZINGA,Plant,12,3,F,0,0,2,2.5,0,Healthy,Healthy,32.6,NotLactating,18,2020-09-24,400,,September,mtawa,P3,238,nonepl,Sep,2020,,September2020
MAZINGA,Plant,13,3,F,0,0,2,2,0,Healthy,Healthy,42.2,Pregnant,18,2020-09-24,400,,September,mtawa,P3,238,nonepl,Sep,2020,,September2020
MAZINGA,Plant,18,2,F,0,0,2,2,0,Healthy,Healthy,21.8,Pregnant,18,2020-09-24,250,,September,mtawa,P4,238,nonepl,Sep,2020,,September2020
MAZINGA,Plant,19,4,F,0,0,2,2,0,Healthy,Healthy,28.6,NotLactating,18,2020-09-24,,,September,mtawa,P4,238,nonepl,Sep,2020,,September2020
MAZINGA,Plant,95627,4,F,1,0,2,2,0,Healthy,Healthy_Nasal,38.1,Pregnant,18,2020-09-24,50,,September,mtawa,P3,238,nonepl,Sep,2020,,September2020
MAZINGA,Plant,6,4.5,F,1,0,2,2,0,Sick,Healthy_Nasal,28.6,NotLactating,18,2020-09-24,0,,September,mtawa,P2,238,drugpl,Sep,2020,,September2020
CHINKHOWE,Plant,95,1,F,0,0,2,2,0,Healthy,Healthy,20.4,NotLactating,2,2020-10-01,0,,October,mtawa,P22,13,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,305,3,F,0,0,2,2.5,0,Healthy,Healthy,31.3,NotLactating,2,2020-10-01,0,,October,mtawa,P24,13,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,306,3,F,0,0,2,2.5,0,Healthy,Healthy,34.2,Pregnant,2,2020-10-01,150,,October,mtawa,P24,13,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,602,1,F,0,0,2,2,0,Healthy,Healthy,24.5,Lactating,2,2020-10-01,100,,October,mtawa,P20,13,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,60,1,F,0,0,2,2,0,Healthy,Healthy,24.5,Lactating,4,2020-10-01,0,,October,mtawa,P16,42,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,96,2,F,,,,,,,,,,5,2020-10-01,,,October,mtawa,P22,56,,Oct,2020,,October2020
CHINKHOWE,Plant,50,3,F,,,,,,,,,,18,2020-10-01,,,October,gmelina,P15,239,,Oct,2020,,October2020
CHINKHOWE,Plant,51,4.5,F,,,,,,,,,,18,2020-10-01,,,October,gmelina,P15,239,,Oct,2020,,October2020
CHINKHOWE,Plant,53,4,F,,,,,,,,,,18,2020-10-01,,,October,gmelina,P15,239,,Oct,2020,,October2020
CHINKHOWE,Plant,57,2,F,0,0,2,2,0,Healthy,Healthy,35.4,Lactating,18,2020-10-01,350,,October,mtawa,P16,239,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,59,3,F,0,0,2,1.5,0,Borderline,Borderline,27.2,Lactating,18,2020-10-01,500,,October,mtawa,P16,239,plantpl,Oct,2020,,October2020
CHINKHOWE,Plant,63,3,F,0,0,2,2,0,Healthy,Healthy,28.6,Lactating,18,2020-10-01,200,,October,gmelina,P17,239,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,64,1,F,0,0,2,2,0,Healthy,Healthy,29.9,NotLactating,18,2020-10-01,200,,October,gmelina,P17,239,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,65,1,F,0,0,2,2.5,0,Healthy,Healthy,32.6,NotLactating,18,2020-10-01,0,,October,gmelina,P17,239,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,66,3,F,0,0,2,2,0,Healthy,Healthy,39.5,Lactating,18,2020-10-01,,,October,gmelina,P17,239,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,67,1,F,0,0,2,2.5,0,Healthy,Healthy,29.9,NotLactating,18,2020-10-01,,,October,gmelina,P17,239,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,68,3,F,0,0,2,2,0,Healthy,Healthy,38.1,Aborted,18,2020-10-01,100,,October,gmelina,P17,239,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,72,4,F,0,0,2,2.5,0,Healthy,Healthy,39.5,Pregnant,18,2020-10-01,0,,October,gmelina,P18,239,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,73,3,F,0,0,2,2.5,0,Healthy,Healthy,34.2,NotLactating,18,2020-10-01,50,,October,gmelina,P18,239,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,74,1,F,0,0,2,2.5,0,Healthy,Healthy,34.2,Lactating,18,2020-10-01,0,,October,gmelina,P18,239,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,75,4,F,0,0,2,3,0,Healthy,Healthy,38.1,Pregnant,18,2020-10-01,,,October,gmelina,P18,239,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,79,3,F,,,,,,,,,,18,2020-10-01,,,October,kakhobo,P19,239,,Oct,2020,,October2020
CHINKHOWE,Plant,80,4,F,0,0,2,2.5,0,Healthy,Healthy,42.2,Pregnant,18,2020-10-01,100,,October,kakhobo,P19,239,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,81,3,F,0,0,2,2,0,Healthy,Healthy,40.8,Lactating,18,2020-10-01,500,,October,kakhobo,P19,239,nonepl,Oct,2020,,October2020
CHINKHOWE,Plant,82,4,F,0,0,2,2,0,Healthy,Healthy,39.5,Lactating,18,2020-10-01,0,,October,kakhobo,P19,239,nonepl,Oct,2020,,October2020
